				Alberta	Alberta	Atlantic Canada	Atlantic Canada	British Columbia	British Columbia	North	North	Ontario	Ontario	Prairies	Prairies	Quebec	Quebec
Information about risks	Key Pieces of Information	Middle Housing Purchase	Adopted	3	0	0	0	5	1	1	0	7	2	0	1	22	0
Information about the financial benefits associated with the innovation	Key Pieces of Information	Middle Housing Purchase	Adopted	4	0	0	0	7	1	2	0	13	1	0	2	39	0
Information about the lifestyle, wellbeing or broader social benefits of the innovation	Key Pieces of Information	Middle Housing Purchase	Adopted	1	0	2	0	5	1	0	1	10	2	0	0	8	0
Testimonials from people who have previously adopted the innovation	Key Pieces of Information	Middle Housing Purchase	Adopted	1	0	1	0	1	0	1	0	7	1	1	0	7	0
Detailed information about the process and timelines	Key Pieces of Information	Middle Housing Purchase	Adopted	2	1	2	0	9	0	0	0	8	1	0	1	26	0
Information about the organisation providing the innovation	Key Pieces of Information	Middle Housing Purchase	Adopted	3	1	1	0	0	0	2	2	7	3	1	0	14	0
Information about ways to save money (e.g. incentive or rebate programs, additional perks)	Key Pieces of Information	Middle Housing Purchase	Adopted	3	0	1	0	4	0	0	1	6	3	1	1	17	0
Information about how the innovation complies with rules in your area	Key Pieces of Information	Middle Housing Purchase	Adopted	1	1	2	0	4	0	0	0	0	1	0	1	12	0
Information about the environmental impact of the innovation	Key Pieces of Information	Middle Housing Purchase	Adopted	1	0	1	0	0	0	0	2	1	1	0	0	7	0
Man	Gender	Middle Housing Purchase	High Willingness, High Capability	25	4	5	4	40	1	0	0	59	9	13	0	60	1
Woman	Gender	Middle Housing Purchase	High Willingness, High Capability	23	5	4	1	33	1	2	0	59	5	5	1	42	0
Non-binary	Gender	Middle Housing Purchase	High Willingness, High Capability	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prefer not to answer	Gender	Middle Housing Purchase	High Willingness, High Capability	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25 to 34 years	Age Group	Middle Housing Purchase	High Willingness, High Capability	10	0	1	0	11	0	0	0	18	1	3	0	14	0
35 to 44 years	Age Group	Middle Housing Purchase	High Willingness, High Capability	11	2	0	2	12	0	1	0	30	2	7	0	17	1
45 to 54 years	Age Group	Middle Housing Purchase	High Willingness, High Capability	6	1	2	0	14	0	1	0	25	2	5	0	19	0
55 to 64 years	Age Group	Middle Housing Purchase	High Willingness, High Capability	11	2	1	0	14	0	0	0	15	3	2	1	20	0
65 to 74 years	Age Group	Middle Housing Purchase	High Willingness, High Capability	5	3	0	2	14	0	0	0	17	2	1	0	24	0
75 to 84 years	Age Group	Middle Housing Purchase	High Willingness, High Capability	5	1	3	1	6	1	0	0	10	4	0	0	7	0
85 years and over	Age Group	Middle Housing Purchase	High Willingness, High Capability	0	0	2	0	2	1	0	0	3	0	0	0	1	0
$100,001 - $130,000	Household Income	Middle Housing Purchase	High Willingness, High Capability	6	0	0	1	18	1	1	0	22	2	4	0	20	0
$40,000 - $70,000	Household Income	Middle Housing Purchase	High Willingness, High Capability	8	3	1	2	12	1	0	0	22	2	3	1	14	0
$70,001 - $100,000	Household Income	Middle Housing Purchase	High Willingness, High Capability	13	3	3	1	16	0	0	0	28	4	4	0	28	0
Less than $40,000	Household Income	Middle Housing Purchase	High Willingness, High Capability	2	1	1	0	4	0	0	0	11	2	4	0	3	1
More than $130,000	Household Income	Middle Housing Purchase	High Willingness, High Capability	14	0	2	0	18	0	1	0	28	4	1	0	31	0
Prefer not to answer	Household Income	Middle Housing Purchase	High Willingness, High Capability	5	2	2	1	5	0	0	0	7	0	2	0	6	0
Owners	Ownership Status	Middle Housing Purchase	High Willingness, High Capability	38	7	8	5	66	2	2	0	96	10	13	1	85	0
Non-Owners	Ownership Status	Middle Housing Purchase	High Willingness, High Capability	10	2	1	0	7	0	0	0	22	4	5	0	17	1
Single-family home	Type of Housing	Middle Housing Purchase	High Willingness, High Capability	26	7	5	5	31	2	1	0	66	11	7	1	54	1
Accessory Dwelling Unit	Type of Housing	Middle Housing Purchase	High Willingness, High Capability	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Apartment (in a building with more than 12 units)	Type of Housing	Middle Housing Purchase	High Willingness, High Capability	3	0	0	0	5	0	0	0	9	1	4	0	4	0
Condominium	Type of Housing	Middle Housing Purchase	High Willingness, High Capability	9	1	1	0	15	0	0	0	7	0	3	0	12	0
Duplex, triplex or fourplex	Type of Housing	Middle Housing Purchase	High Willingness, High Capability	5	1	1	0	4	0	1	0	7	1	2	0	16	0
Larger multiplex (5 - 12 units)	Type of Housing	Middle Housing Purchase	High Willingness, High Capability	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Mobile home	Type of Housing	Middle Housing Purchase	High Willingness, High Capability	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Townhouse, row house or semi-detached house	Type of Housing	Middle Housing Purchase	High Willingness, High Capability	5	0	2	0	18	0	0	0	25	0	2	0	9	0
Other	Type of Housing	Middle Housing Purchase	High Willingness, High Capability	0	0	0	0	0	0	0	0	1	1	0	0	0	0
I live alone	Household Composition	Middle Housing Purchase	High Willingness, High Capability	3	1	0	0	13	0	0	0	14	3	3	1	18	0
Your spouse or common-law partner	Household Composition	Middle Housing Purchase	High Willingness, High Capability	40	8	7	5	52	2	1	0	90	11	11	0	76	1
Your parent(s) (including in-laws)	Household Composition	Middle Housing Purchase	High Willingness, High Capability	1	0	0	0	5	0	0	0	7	1	2	0	1	0
Your grandparent(s) (including in-laws)	Household Composition	Middle Housing Purchase	High Willingness, High Capability	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Your child (birth, adopted, step or foster)	Household Composition	Middle Housing Purchase	High Willingness, High Capability	15	1	2	2	14	0	0	0	44	2	9	0	21	0
Multiple of your children (birth, adopted, step or foster)	Household Composition	Middle Housing Purchase	High Willingness, High Capability	1	0	2	0	5	0	1	0	9	2	2	0	17	0
Your grandchild(ren)	Household Composition	Middle Housing Purchase	High Willingness, High Capability	2	0	0	0	0	0	0	0	3	0	0	0	0	0
Your sibling(s)	Household Composition	Middle Housing Purchase	High Willingness, High Capability	0	0	0	0	2	0	0	0	2	0	0	0	0	0
Other relative(s)	Household Composition	Middle Housing Purchase	High Willingness, High Capability	0	0	0	0	1	0	0	0	4	0	0	0	0	0
Other non-relative(s)	Household Composition	Middle Housing Purchase	High Willingness, High Capability	2	0	0	0	3	0	0	0	7	0	0	0	0	0
It would be more complicated than purchasing a different type of home.	Barriers	Middle Housing Purchase	High Willingness, High Capability	3	0	0	0	11	0	0	0	19	0	3	0	14	0
It would be less financially beneficial than purchasing a different type of home	Barriers	Middle Housing Purchase	High Willingness, High Capability	5	1	0	0	11	0	1	0	16	1	6	0	12	0
It is not compatible with my plans and vision for a home	Barriers	Middle Housing Purchase	High Willingness, High Capability	4	2	0	0	8	0	0	0	16	3	4	0	11	0
Living next to neighbours in other units in middle housing buildings puts me off living in a unit in a middle housing building	Barriers	Middle Housing Purchase	High Willingness, High Capability	22	6	2	4	27	1	1	0	44	6	8	1	35	0
It would not give me enough space	Barriers	Middle Housing Purchase	High Willingness, High Capability	14	1	4	2	19	2	1	0	25	3	6	0	25	1
It would not give me enough privacy	Barriers	Middle Housing Purchase	High Willingness, High Capability	14	3	3	3	23	1	0	0	40	6	12	1	34	0
I would feel a sense of shame or disappointment in myself if I purchased a unit in a middle housing building rather than a single-family home	Barriers	Middle Housing Purchase	High Willingness, High Capability	2	0	1	0	0	0	0	0	6	0	1	0	1	0
People I care about would think less of me if I purchased a unit in a middle housing building rather than a single-family home	Barriers	Middle Housing Purchase	High Willingness, High Capability	3	0	0	0	1	0	0	0	5	0	2	0	1	0
It would be more financially beneficial than purchasing a different type of home or staying in my current home	Drivers	Middle Housing Purchase	High Willingness, High Capability	18	4	1	1	16	0	1	0	36	3	4	0	36	0
It would be a more affordable option for me compared to purchasing another type of home	Drivers	Middle Housing Purchase	High Willingness, High Capability	21	4	5	0	27	1	1	0	55	5	10	1	35	0
It would be more suited to my family situation and lifestyle than my current home	Drivers	Middle Housing Purchase	High Willingness, High Capability	15	1	2	1	18	0	0	0	20	2	4	0	18	0
It would give me a greater sense of community	Drivers	Middle Housing Purchase	High Willingness, High Capability	7	2	1	2	5	0	0	0	17	3	1	0	10	0
It would allow me to downsize while staying in the neighbourhood	Drivers	Middle Housing Purchase	High Willingness, High Capability	14	4	0	2	21	2	0	0	31	7	2	1	27	0
It would allow me to live in a more convenient or desirable location (e.g. more walkable, better access to public transport)	Drivers	Middle Housing Purchase	High Willingness, High Capability	13	1	1	2	26	1	2	0	30	4	7	0	29	0
It would mean spending less time and money maintaining a property	Drivers	Middle Housing Purchase	High Willingness, High Capability	28	5	6	3	34	1	2	0	53	7	11	1	43	1
It would mean supporting more sustainable housing options	Drivers	Middle Housing Purchase	High Willingness, High Capability	8	0	2	0	7	0	0	0	22	2	4	0	16	1
People I know enjoy living in units in middle housing buildings	Drivers	Middle Housing Purchase	High Willingness, High Capability	7	1	2	1	9	0	0	0	18	1	2	0	10	0
I cannot afford to purchase a unit in a middle housing building within the next 5 years	Barriers	Middle Housing Purchase	High Willingness, High Capability	9	1	1	1	23	0	1	0	37	2	3	1	31	1
There are no financing options that allow me to borrow money to purchase a unit in a middle housing building	Barriers	Middle Housing Purchase	High Willingness, High Capability	14	1	3	1	16	1	0	0	29	3	5	0	30	0
Units in middle housing buildings are not available for purchase where I live	Barriers	Middle Housing Purchase	High Willingness, High Capability	25	7	5	3	34	1	1	0	52	9	10	0	41	0
The information comes directly from other customers, e.g. online reviews or forums	Sources of Trust	Middle Housing Purchase	High Willingness, High Capability	8	2	0	0	12	1	0	0	28	3	2	0	12	0
I can verify the information myself through other sources	Sources of Trust	Middle Housing Purchase	High Willingness, High Capability	35	7	7	3	46	0	2	0	57	11	6	1	61	1
The information comes from a governmental organisation	Sources of Trust	Middle Housing Purchase	High Willingness, High Capability	19	2	5	0	33	1	1	0	59	6	7	1	53	0
The information comes from a non-profit organisation	Sources of Trust	Middle Housing Purchase	High Willingness, High Capability	6	3	1	0	16	1	0	0	33	2	6	0	14	0
The information comes from an expert or professional	Sources of Trust	Middle Housing Purchase	High Willingness, High Capability	22	6	4	3	40	0	1	0	49	7	11	1	61	0
The source of the information doesn’t have a financial or political motivation	Sources of Trust	Middle Housing Purchase	High Willingness, High Capability	24	2	6	4	36	1	2	0	49	5	9	0	38	1
The information is formatted and presented professionally	Sources of Trust	Middle Housing Purchase	High Willingness, High Capability	16	3	3	4	18	2	0	0	43	5	5	0	35	0
The information is presented in a visual way (e.g., videos, images, graphs)	Sources of Trust	Middle Housing Purchase	High Willingness, High Capability	14	2	1	1	18	0	0	0	35	2	8	0	32	1
Information about risks	Key Pieces of Information	Middle Housing Purchase	High Willingness, High Capability	11	3	0	2	11	0	0	0	21	3	6	0	17	1
Information about the financial benefits associated with the innovation	Key Pieces of Information	Middle Housing Purchase	High Willingness, High Capability	13	6	4	2	19	0	0	0	40	2	7	0	25	1
Information about the lifestyle, wellbeing or broader social benefits of the innovation	Key Pieces of Information	Middle Housing Purchase	High Willingness, High Capability	11	4	4	1	6	1	0	0	44	2	8	0	13	2
Testimonials from people who have previously adopted the innovation	Key Pieces of Information	Middle Housing Purchase	High Willingness, High Capability	11	4	5	1	13	1	0	0	33	4	5	0	9	1
Detailed information about the process and timelines	Key Pieces of Information	Middle Housing Purchase	High Willingness, High Capability	8	1	1	1	13	1	0	0	38	2	6	0	20	0
Information about the organisation providing the innovation	Key Pieces of Information	Middle Housing Purchase	High Willingness, High Capability	7	0	3	1	11	0	0	0	30	4	6	0	12	0
Information about ways to save money (e.g. incentive or rebate programs, additional perks)	Key Pieces of Information	Middle Housing Purchase	High Willingness, High Capability	6	1	4	1	11	0	0	0	24	3	4	0	9	1
Information about how the innovation complies with rules in your area	Key Pieces of Information	Middle Housing Purchase	High Willingness, High Capability	4	1	1	2	6	0	0	0	22	1	4	0	8	0
Information about the environmental impact of the innovation	Key Pieces of Information	Middle Housing Purchase	High Willingness, High Capability	2	1	0	0	4	0	0	0	7	0	5	0	7	0
Man	Gender	Middle Housing Purchase	High Willingness, Low Capability	5	1	4	3	9	0	0	0	30	3	3	3	32	0
Woman	Gender	Middle Housing Purchase	High Willingness, Low Capability	16	1	4	0	24	2	0	0	53	4	3	1	47	0
Non-binary	Gender	Middle Housing Purchase	High Willingness, Low Capability	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Prefer not to answer	Gender	Middle Housing Purchase	High Willingness, Low Capability	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25 to 34 years	Age Group	Middle Housing Purchase	High Willingness, Low Capability	3	0	2	0	4	0	0	0	12	0	1	0	8	0
35 to 44 years	Age Group	Middle Housing Purchase	High Willingness, Low Capability	5	1	1	0	8	0	0	0	14	0	2	0	12	0
45 to 54 years	Age Group	Middle Housing Purchase	High Willingness, Low Capability	3	0	0	1	7	0	0	0	24	2	0	1	21	0
55 to 64 years	Age Group	Middle Housing Purchase	High Willingness, Low Capability	3	0	1	0	6	1	0	0	18	0	2	1	20	0
65 to 74 years	Age Group	Middle Housing Purchase	High Willingness, Low Capability	6	1	2	1	4	0	0	0	7	3	1	1	11	0
75 to 84 years	Age Group	Middle Housing Purchase	High Willingness, Low Capability	1	0	2	1	4	1	0	0	5	2	0	1	6	0
85 years and over	Age Group	Middle Housing Purchase	High Willingness, Low Capability	0	0	0	0	1	0	0	0	3	0	0	0	1	0
$100,001 - $130,000	Household Income	Middle Housing Purchase	High Willingness, Low Capability	3	0	0	0	8	0	0	0	19	1	0	0	16	0
$40,000 - $70,000	Household Income	Middle Housing Purchase	High Willingness, Low Capability	7	1	2	1	10	0	0	0	22	4	3	1	17	0
$70,001 - $100,000	Household Income	Middle Housing Purchase	High Willingness, Low Capability	6	0	2	1	5	1	0	0	14	1	0	1	17	0
Less than $40,000	Household Income	Middle Housing Purchase	High Willingness, Low Capability	3	0	4	1	7	1	0	0	15	1	3	2	12	0
More than $130,000	Household Income	Middle Housing Purchase	High Willingness, Low Capability	0	1	0	0	4	0	0	0	10	0	0	0	6	0
Prefer not to answer	Household Income	Middle Housing Purchase	High Willingness, Low Capability	2	0	0	0	0	0	0	0	3	0	0	0	11	0
Owners	Ownership Status	Middle Housing Purchase	High Willingness, Low Capability	12	2	6	3	23	2	0	0	66	7	2	4	68	0
Non-Owners	Ownership Status	Middle Housing Purchase	High Willingness, Low Capability	9	0	2	0	11	0	0	0	17	0	4	0	11	0
Single-family home	Type of Housing	Middle Housing Purchase	High Willingness, Low Capability	7	1	4	3	11	1	0	0	31	5	2	3	48	0
Accessory Dwelling Unit	Type of Housing	Middle Housing Purchase	High Willingness, Low Capability	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Apartment (in a building with more than 12 units)	Type of Housing	Middle Housing Purchase	High Willingness, Low Capability	4	0	2	0	10	0	0	0	8	0	3	0	3	0
Condominium	Type of Housing	Middle Housing Purchase	High Willingness, Low Capability	3	0	0	0	8	0	0	0	21	1	0	1	7	0
Duplex, triplex or fourplex	Type of Housing	Middle Housing Purchase	High Willingness, Low Capability	2	0	0	0	0	0	0	0	2	0	0	0	12	0
Larger multiplex (5 - 12 units)	Type of Housing	Middle Housing Purchase	High Willingness, Low Capability	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Mobile home	Type of Housing	Middle Housing Purchase	High Willingness, Low Capability	0	0	2	0	0	1	0	0	0	1	0	0	1	0
Townhouse, row house or semi-detached house	Type of Housing	Middle Housing Purchase	High Willingness, Low Capability	4	0	0	0	3	0	0	0	20	0	0	0	7	0
Other	Type of Housing	Middle Housing Purchase	High Willingness, Low Capability	1	1	0	0	1	0	0	0	0	0	0	0	0	0
I live alone	Household Composition	Middle Housing Purchase	High Willingness, Low Capability	6	0	2	1	5	1	0	0	25	1	3	2	11	0
Your spouse or common-law partner	Household Composition	Middle Housing Purchase	High Willingness, Low Capability	12	1	4	2	21	1	0	0	40	5	2	1	55	0
Your parent(s) (including in-laws)	Household Composition	Middle Housing Purchase	High Willingness, Low Capability	2	1	0	0	4	0	0	0	5	1	1	1	6	0
Your grandparent(s) (including in-laws)	Household Composition	Middle Housing Purchase	High Willingness, Low Capability	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Your child (birth, adopted, step or foster)	Household Composition	Middle Housing Purchase	High Willingness, Low Capability	3	0	2	0	8	0	0	0	20	0	1	0	9	0
Multiple of your children (birth, adopted, step or foster)	Household Composition	Middle Housing Purchase	High Willingness, Low Capability	2	0	0	0	2	0	0	0	4	0	0	1	12	0
Your grandchild(ren)	Household Composition	Middle Housing Purchase	High Willingness, Low Capability	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Your sibling(s)	Household Composition	Middle Housing Purchase	High Willingness, Low Capability	1	0	0	0	1	0	0	0	4	1	0	0	2	0
Other relative(s)	Household Composition	Middle Housing Purchase	High Willingness, Low Capability	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Other non-relative(s)	Household Composition	Middle Housing Purchase	High Willingness, Low Capability	1	0	2	0	1	0	0	0	2	0	0	0	0	0
It would be more complicated than purchasing a different type of home.	Barriers	Middle Housing Purchase	High Willingness, Low Capability	2	0	0	0	4	0	0	0	13	1	2	1	11	0
It would be less financially beneficial than purchasing a different type of home	Barriers	Middle Housing Purchase	High Willingness, Low Capability	4	0	0	0	3	1	0	0	13	1	2	0	13	0
It is not compatible with my plans and vision for a home	Barriers	Middle Housing Purchase	High Willingness, Low Capability	0	1	0	2	3	1	0	0	13	1	0	1	9	0
Living next to neighbours in other units in middle housing buildings puts me off living in a unit in a middle housing building	Barriers	Middle Housing Purchase	High Willingness, Low Capability	5	0	1	2	13	1	0	0	30	1	1	1	29	0
It would not give me enough space	Barriers	Middle Housing Purchase	High Willingness, Low Capability	6	1	2	0	12	1	0	0	12	1	2	1	25	0
It would not give me enough privacy	Barriers	Middle Housing Purchase	High Willingness, Low Capability	5	1	1	2	10	1	0	0	28	3	1	1	32	0
I would feel a sense of shame or disappointment in myself if I purchased a unit in a middle housing building rather than a single-family home	Barriers	Middle Housing Purchase	High Willingness, Low Capability	0	0	0	0	0	0	0	0	3	1	1	0	1	0
People I care about would think less of me if I purchased a unit in a middle housing building rather than a single-family home	Barriers	Middle Housing Purchase	High Willingness, Low Capability	0	0	0	0	0	0	0	0	2	0	0	0	2	0
It would be more financially beneficial than purchasing a different type of home or staying in my current home	Drivers	Middle Housing Purchase	High Willingness, Low Capability	8	0	0	1	9	0	0	0	30	2	2	2	21	0
It would be a more affordable option for me compared to purchasing another type of home	Drivers	Middle Housing Purchase	High Willingness, Low Capability	10	1	3	0	20	2	0	0	37	2	2	2	23	0
It would be more suited to my family situation and lifestyle than my current home	Drivers	Middle Housing Purchase	High Willingness, Low Capability	3	2	2	0	5	0	0	0	12	0	0	0	12	0
It would give me a greater sense of community	Drivers	Middle Housing Purchase	High Willingness, Low Capability	4	0	1	0	9	0	0	0	12	1	0	0	11	0
It would allow me to downsize while staying in the neighbourhood	Drivers	Middle Housing Purchase	High Willingness, Low Capability	6	0	0	1	5	0	0	0	21	1	0	2	17	0
It would allow me to live in a more convenient or desirable location (e.g. more walkable, better access to public transport)	Drivers	Middle Housing Purchase	High Willingness, Low Capability	7	0	4	2	12	1	0	0	18	2	2	1	20	0
It would mean spending less time and money maintaining a property	Drivers	Middle Housing Purchase	High Willingness, Low Capability	13	1	3	1	14	2	0	0	31	5	4	2	31	0
It would mean supporting more sustainable housing options	Drivers	Middle Housing Purchase	High Willingness, Low Capability	2	1	1	0	2	0	0	0	13	0	2	0	12	0
People I know enjoy living in units in middle housing buildings	Drivers	Middle Housing Purchase	High Willingness, Low Capability	2	0	1	0	3	0	0	0	12	0	1	0	8	0
I cannot afford to purchase a unit in a middle housing building within the next 5 years	Barriers	Middle Housing Purchase	High Willingness, Low Capability	10	0	5	3	21	1	0	0	46	1	3	3	36	0
There are no financing options that allow me to borrow money to purchase a unit in a middle housing building	Barriers	Middle Housing Purchase	High Willingness, Low Capability	4	1	2	0	9	0	0	0	11	1	3	0	21	0
Units in middle housing buildings are not available for purchase where I live	Barriers	Middle Housing Purchase	High Willingness, Low Capability	7	1	1	0	4	1	0	0	26	5	0	1	22	0
The information comes directly from other customers, e.g. online reviews or forums	Sources of Trust	Middle Housing Purchase	High Willingness, Low Capability	3	1	3	1	5	0	0	0	13	2	0	1	13	0
I can verify the information myself through other sources	Sources of Trust	Middle Housing Purchase	High Willingness, Low Capability	12	2	6	3	21	2	0	0	48	5	3	2	49	0
The information comes from a governmental organisation	Sources of Trust	Middle Housing Purchase	High Willingness, Low Capability	6	0	5	2	22	2	0	0	33	2	3	2	36	0
The information comes from a non-profit organisation	Sources of Trust	Middle Housing Purchase	High Willingness, Low Capability	3	0	4	0	14	0	0	0	17	2	1	1	21	0
The information comes from an expert or professional	Sources of Trust	Middle Housing Purchase	High Willingness, Low Capability	13	1	2	2	13	2	0	0	46	5	4	3	45	0
The source of the information doesn’t have a financial or political motivation	Sources of Trust	Middle Housing Purchase	High Willingness, Low Capability	12	1	2	1	17	0	0	0	34	3	4	0	32	0
The information is formatted and presented professionally	Sources of Trust	Middle Housing Purchase	High Willingness, Low Capability	8	0	0	0	5	0	0	0	28	1	2	1	23	0
The information is presented in a visual way (e.g., videos, images, graphs)	Sources of Trust	Middle Housing Purchase	High Willingness, Low Capability	4	1	2	0	5	0	0	0	27	1	1	2	17	0
Information about risks	Key Pieces of Information	Middle Housing Purchase	High Willingness, Low Capability	4	0	5	1	6	0	0	0	24	3	4	0	8	0
Information about the financial benefits associated with the innovation	Key Pieces of Information	Middle Housing Purchase	High Willingness, Low Capability	7	0	4	2	13	0	0	0	31	7	7	0	11	0
Information about the lifestyle, wellbeing or broader social benefits of the innovation	Key Pieces of Information	Middle Housing Purchase	High Willingness, Low Capability	6	1	1	2	5	1	0	0	21	2	7	1	7	0
Testimonials from people who have previously adopted the innovation	Key Pieces of Information	Middle Housing Purchase	High Willingness, Low Capability	4	1	2	0	5	0	0	0	21	2	1	0	7	0
Detailed information about the process and timelines	Key Pieces of Information	Middle Housing Purchase	High Willingness, Low Capability	6	2	3	1	11	2	1	0	29	2	5	1	5	0
Information about the organisation providing the innovation	Key Pieces of Information	Middle Housing Purchase	High Willingness, Low Capability	6	1	0	1	5	0	0	0	16	4	1	1	7	0
Information about ways to save money (e.g. incentive or rebate programs, additional perks)	Key Pieces of Information	Middle Housing Purchase	High Willingness, Low Capability	7	0	2	2	7	0	1	0	17	2	5	2	9	0
Information about how the innovation complies with rules in your area	Key Pieces of Information	Middle Housing Purchase	High Willingness, Low Capability	4	1	1	0	3	0	1	0	10	2	4	1	5	0
Information about the environmental impact of the innovation	Key Pieces of Information	Middle Housing Purchase	High Willingness, Low Capability	4	0	0	0	2	1	0	0	5	1	3	0	1	0
Man	Gender	Middle Housing Purchase	Low Willingness, High Capability	108	17	35	19	94	27	3	2	312	75	51	21	166	3
Woman	Gender	Middle Housing Purchase	Low Willingness, High Capability	85	20	35	11	95	19	3	2	310	48	41	10	133	2
Non-binary	Gender	Middle Housing Purchase	Low Willingness, High Capability	2	0	0	0	1	0	0	0	4	0	1	0	1	0
Prefer not to answer	Gender	Middle Housing Purchase	Low Willingness, High Capability	1	0	0	0	1	0	0	0	0	0	0	0	0	0
25 to 34 years	Age Group	Middle Housing Purchase	Low Willingness, High Capability	23	3	12	0	15	4	0	0	80	8	9	2	54	0
35 to 44 years	Age Group	Middle Housing Purchase	Low Willingness, High Capability	39	7	16	6	35	5	4	0	111	7	16	6	55	0
45 to 54 years	Age Group	Middle Housing Purchase	Low Willingness, High Capability	35	6	13	5	40	5	0	1	139	29	17	4	52	2
55 to 64 years	Age Group	Middle Housing Purchase	Low Willingness, High Capability	44	7	10	8	36	11	0	1	133	33	26	8	72	0
65 to 74 years	Age Group	Middle Housing Purchase	Low Willingness, High Capability	35	7	8	8	41	12	2	2	98	33	21	7	44	3
75 to 84 years	Age Group	Middle Housing Purchase	Low Willingness, High Capability	14	4	10	2	21	8	0	0	51	12	3	4	13	0
85 years and over	Age Group	Middle Housing Purchase	Low Willingness, High Capability	6	3	1	1	3	1	0	0	14	1	1	0	10	0
$100,001 - $130,000	Household Income	Middle Housing Purchase	Low Willingness, High Capability	38	10	12	5	48	7	1	3	143	23	21	7	71	1
$40,000 - $70,000	Household Income	Middle Housing Purchase	Low Willingness, High Capability	27	6	8	5	34	9	0	0	93	14	17	5	45	1
$70,001 - $100,000	Household Income	Middle Housing Purchase	Low Willingness, High Capability	54	6	13	10	33	11	1	0	110	29	21	6	60	2
Less than $40,000	Household Income	Middle Housing Purchase	Low Willingness, High Capability	9	5	7	2	7	5	0	0	44	6	10	3	10	0
More than $130,000	Household Income	Middle Housing Purchase	Low Willingness, High Capability	59	8	18	7	59	11	4	1	184	46	19	9	94	0
Prefer not to answer	Household Income	Middle Housing Purchase	Low Willingness, High Capability	9	2	12	1	10	3	0	0	52	5	5	1	20	1
Owners	Ownership Status	Middle Housing Purchase	Low Willingness, High Capability	177	30	55	25	173	41	6	4	551	115	79	31	262	5
Non-Owners	Ownership Status	Middle Housing Purchase	Low Willingness, High Capability	19	7	15	5	18	5	0	0	75	8	14	0	38	0
Single-family home	Type of Housing	Middle Housing Purchase	Low Willingness, High Capability	141	33	59	28	127	37	3	3	425	115	71	31	198	5
Accessory Dwelling Unit	Type of Housing	Middle Housing Purchase	Low Willingness, High Capability	0	0	1	0	1	1	0	0	0	0	0	0	0	0
Apartment (in a building with more than 12 units)	Type of Housing	Middle Housing Purchase	Low Willingness, High Capability	4	0	2	0	11	2	0	0	28	0	7	0	3	0
Condominium	Type of Housing	Middle Housing Purchase	Low Willingness, High Capability	19	0	1	0	19	0	1	0	63	1	8	0	22	0
Duplex, triplex or fourplex	Type of Housing	Middle Housing Purchase	Low Willingness, High Capability	18	2	2	1	5	1	1	1	16	0	3	0	26	0
Larger multiplex (5 - 12 units)	Type of Housing	Middle Housing Purchase	Low Willingness, High Capability	0	0	2	0	2	0	0	0	2	0	0	0	7	0
Mobile home	Type of Housing	Middle Housing Purchase	Low Willingness, High Capability	1	0	1	0	1	2	0	0	2	1	0	0	0	0
Townhouse, row house or semi-detached house	Type of Housing	Middle Housing Purchase	Low Willingness, High Capability	12	1	2	0	25	2	1	0	88	5	2	0	42	0
Other	Type of Housing	Middle Housing Purchase	Low Willingness, High Capability	1	1	0	1	0	1	0	0	2	1	2	0	2	0
I live alone	Household Composition	Middle Housing Purchase	Low Willingness, High Capability	21	6	6	2	29	6	1	1	92	11	13	6	40	0
Your spouse or common-law partner	Household Composition	Middle Housing Purchase	Low Willingness, High Capability	158	30	53	24	153	39	5	3	470	101	65	25	234	5
Your parent(s) (including in-laws)	Household Composition	Middle Housing Purchase	Low Willingness, High Capability	7	0	5	2	9	1	0	0	27	7	4	0	14	0
Your grandparent(s) (including in-laws)	Household Composition	Middle Housing Purchase	Low Willingness, High Capability	1	0	0	0	0	0	0	0	4	0	0	0	1	0
Your child (birth, adopted, step or foster)	Household Composition	Middle Housing Purchase	Low Willingness, High Capability	47	6	21	7	44	4	2	1	170	26	23	3	52	0
Multiple of your children (birth, adopted, step or foster)	Household Composition	Middle Housing Purchase	Low Willingness, High Capability	24	8	10	3	25	2	0	0	88	18	9	5	48	0
Your grandchild(ren)	Household Composition	Middle Housing Purchase	Low Willingness, High Capability	3	1	1	1	1	0	0	0	7	4	0	0	0	0
Your sibling(s)	Household Composition	Middle Housing Purchase	Low Willingness, High Capability	2	0	0	0	1	0	0	0	14	0	1	0	8	0
Other relative(s)	Household Composition	Middle Housing Purchase	Low Willingness, High Capability	4	0	1	0	2	0	0	0	7	1	0	0	1	0
Other non-relative(s)	Household Composition	Middle Housing Purchase	Low Willingness, High Capability	5	0	1	1	5	0	0	0	17	2	5	0	5	0
